rep,T_noise,a_true,budget,algorithm,estimate,abs_error,nrmse,common_budget_ceiling
1,200.0,0.05,400,BAE,0.0712220213887295,0.0212220213887295,0.42444042777459,22180
1,200.0,0.05,400,BIQAE,0.0472321191938144,0.0027678808061856047,0.055357616123712095,22180
1,200.0,0.05,400,CABIQAE_latentt,0.05028792470274572,0.0002879247027457177,0.005758494054914354,22180
1,200.0,0.05,800,BAE,0.04430885378253163,0.005691146217468371,0.11382292434936742,22180
1,200.0,0.05,800,BIQAE,0.04705242785361186,0.00294757214638814,0.058951442927762804,22180
1,200.0,0.05,800,CABIQAE_latentt,0.050222630642056856,0.00022263064205685357,0.004452612841137071,22180
1,200.0,0.05,1600,BAE,0.053489612922253085,0.0034896129222530825,0.06979225844506165,22180
1,200.0,0.05,1600,BIQAE,0.04705242785361186,0.00294757214638814,0.058951442927762804,22180
1,200.0,0.05,1600,CABIQAE_latentt,0.050222630642056856,0.00022263064205685357,0.004452612841137071,22180
1,200.0,0.05,3200,BAE,0.05079950319716706,0.0007995031971670605,0.01599006394334121,22180
1,200.0,0.05,3200,BIQAE,0.05009118577046957,9.118577046957066e-05,0.0018237154093914132,22180
1,200.0,0.05,3200,CABIQAE_latentt,0.05096593329297568,0.0009659332929756806,0.019318665859513612,22180
1,200.0,0.05,6400,BAE,0.05064295260871045,0.0006429526087104454,0.012859052174208907,22180
1,200.0,0.05,6400,BIQAE,0.05009118577046957,9.118577046957066e-05,0.0018237154093914132,22180
1,200.0,0.05,6400,CABIQAE_latentt,0.04941963465547254,0.0005803653445274615,0.01160730689054923,22180
1,200.0,0.05,12800,BAE,0.04939912253333596,0.0006008774666640404,0.012017549333280808,22180
1,200.0,0.05,12800,BIQAE,0.05013643552946559,0.00013643552946558668,0.0027287105893117336,22180
1,200.0,0.05,12800,CABIQAE_latentt,0.05023443498790159,0.00023443498790158557,0.004688699758031711,22180
2,200.0,0.05,200,BAE,0.020579185759090055,0.029420814240909948,0.588416284818199,23100
2,200.0,0.05,200,BIQAE,0.04942756463923171,0.0005724353607682933,0.011448707215365866,23100
2,200.0,0.05,200,CABIQAE_latentt,0.07382246894325313,0.023822468943253128,0.47644937886506256,23100
2,200.0,0.05,400,BAE,0.020579185759090055,0.029420814240909948,0.588416284818199,23100
2,200.0,0.05,400,BIQAE,0.04942756463923171,0.0005724353607682933,0.011448707215365866,23100
2,200.0,0.05,400,CABIQAE_latentt,0.07382246894325313,0.023822468943253128,0.47644937886506256,23100
2,200.0,0.05,800,BAE,0.023513074557674374,0.02648692544232563,0.5297385088465125,23100
2,200.0,0.05,800,BIQAE,0.04636316472364688,0.003636835276353126,0.07273670552706252,23100
2,200.0,0.05,800,CABIQAE_latentt,0.051344152299524506,0.0013441522995245037,0.026883045990490073,23100
2,200.0,0.05,1600,BAE,0.048123642278098684,0.0018763577219013186,0.03752715443802637,23100
2,200.0,0.05,1600,BIQAE,0.04636316472364688,0.003636835276353126,0.07273670552706252,23100
2,200.0,0.05,1600,CABIQAE_latentt,0.048444388690250376,0.0015556113097496271,0.031112226194992543,23100
2,200.0,0.05,3200,BAE,0.048123642278098684,0.0018763577219013186,0.03752715443802637,23100
2,200.0,0.05,3200,BIQAE,0.05031134498967853,0.00031134498967852475,0.006226899793570495,23100
2,200.0,0.05,3200,CABIQAE_latentt,0.050077607363508685,7.760736350868186e-05,0.0015521472701736372,23100
2,200.0,0.05,6400,BAE,0.050307705834039866,0.00030770583403986335,0.006154116680797267,23100
2,200.0,0.05,6400,BIQAE,0.049946298955808405,5.3701044191598046e-05,0.001074020883831961,23100
2,200.0,0.05,6400,CABIQAE_latentt,0.050368904388131734,0.0003689043881317314,0.0073780877626346275,23100
2,200.0,0.05,12800,BAE,0.049407969138103684,0.0005920308618963185,0.01184061723792637,23100
2,200.0,0.05,12800,BIQAE,0.049946298955808405,5.3701044191598046e-05,0.001074020883831961,23100
2,200.0,0.05,12800,CABIQAE_latentt,0.05032529415555637,0.00032529415555637015,0.006505883111127403,23100
3,200.0,0.05,200,BAE,0.021772410035948764,0.02822758996405124,0.5645517992810247,23180
3,200.0,0.05,200,BIQAE,0.04714175328066541,0.0028582467193345937,0.057164934386691874,23180
3,200.0,0.05,200,CABIQAE_latentt,0.048113586107844844,0.0018864138921551588,0.037728277843103175,23180
3,200.0,0.05,400,BAE,0.046831838436604274,0.0031681615633957286,0.06336323126791457,23180
3,200.0,0.05,400,BIQAE,0.04561041735040539,0.00438958264959461,0.0877916529918922,23180
3,200.0,0.05,400,CABIQAE_latentt,0.05176289499688641,0.0017628949968864077,0.035257899937728154,23180
3,200.0,0.05,800,BAE,0.046831838436604274,0.0031681615633957286,0.06336323126791457,23180
3,200.0,0.05,800,BIQAE,0.05111053069937921,0.0011105306993792058,0.022210613987584116,23180
3,200.0,0.05,800,CABIQAE_latentt,0.05537502035445427,0.005375020354454266,0.10750040708908531,23180
3,200.0,0.05,1600,BAE,0.05091811851949259,0.0009181185194925903,0.018362370389851806,23180
3,200.0,0.05,1600,BIQAE,0.05111053069937921,0.0011105306993792058,0.022210613987584116,23180
3,200.0,0.05,1600,CABIQAE_latentt,0.05537502035445427,0.005375020354454266,0.10750040708908531,23180
3,200.0,0.05,3200,BAE,0.05091811851949259,0.0009181185194925903,0.018362370389851806,23180
3,200.0,0.05,3200,BIQAE,0.05051985657370656,0.0005198565737065605,0.01039713147413121,23180
3,200.0,0.05,3200,CABIQAE_latentt,0.050430056087791456,0.00043005608779145277,0.008601121755829055,23180
3,200.0,0.05,6400,BAE,0.05136676555804179,0.0013667655580417853,0.027335311160835707,23180
3,200.0,0.05,6400,BIQAE,0.050192473289900605,0.00019247328990060208,0.0038494657980120417,23180
3,200.0,0.05,6400,CABIQAE_latentt,0.04999567078936265,4.329210637352143e-06,8.658421274704287e-05,23180
3,200.0,0.05,12800,BAE,0.05046926623116549,0.0004692662311654855,0.00938532462330971,23180
3,200.0,0.05,12800,BIQAE,0.050192473289900605,0.00019247328990060208,0.0038494657980120417,23180
3,200.0,0.05,12800,CABIQAE_latentt,0.050052107142649196,5.2107142649193694e-05,0.0010421428529838739,23180
4,200.0,0.05,200,BAE,0.08951549436063286,0.039515494360632855,0.790309887212657,23060
4,200.0,0.05,200,BIQAE,0.07469339817535736,0.02469339817535736,0.4938679635071472,23060
4,200.0,0.05,200,CABIQAE_latentt,0.041154094292866816,0.008845905707133186,0.17691811414266373,23060
4,200.0,0.05,400,BAE,0.08951549436063286,0.039515494360632855,0.790309887212657,23060
4,200.0,0.05,400,BIQAE,0.07469339817535736,0.02469339817535736,0.4938679635071472,23060
4,200.0,0.05,400,CABIQAE_latentt,0.044541083499508055,0.005458916500491948,0.10917833000983895,23060
4,200.0,0.05,800,BAE,0.08633554643681869,0.03633554643681869,0.7267109287363738,23060
4,200.0,0.05,800,BIQAE,0.057328636596441114,0.007328636596441111,0.14657273192882223,23060
4,200.0,0.05,800,CABIQAE_latentt,0.046023135581629196,0.003976864418370807,0.07953728836741614,23060
4,200.0,0.05,1600,BAE,0.04773757760000033,0.0022624223999996723,0.045248447999993446,23060
4,200.0,0.05,1600,BIQAE,0.057328636596441114,0.007328636596441111,0.14657273192882223,23060
4,200.0,0.05,1600,CABIQAE_latentt,0.046023135581629196,0.003976864418370807,0.07953728836741614,23060
4,200.0,0.05,3200,BAE,0.04773757760000033,0.0022624223999996723,0.045248447999993446,23060
4,200.0,0.05,3200,BIQAE,0.05136296317712645,0.0013629631771264472,0.027259263542528944,23060
4,200.0,0.05,3200,CABIQAE_latentt,0.05079423230252502,0.0007942323025250178,0.015884646050500356,23060
4,200.0,0.05,6400,BAE,0.04944588639104259,0.0005541136089574142,0.011082272179148284,23060
4,200.0,0.05,6400,BIQAE,0.050124740043467696,0.0001247400434676929,0.002494800869353858,23060
4,200.0,0.05,6400,CABIQAE_latentt,0.05054697844623053,0.0005469784462305283,0.010939568924610565,23060
4,200.0,0.05,12800,BAE,0.05026153404802043,0.0002615340480204287,0.0052306809604085736,23060
4,200.0,0.05,12800,BIQAE,0.050124740043467696,0.0001247400434676929,0.002494800869353858,23060
4,200.0,0.05,12800,CABIQAE_latentt,0.05000622308005316,6.223080053158192e-06,0.00012446160106316384,23060
1,200.0,0.2,200,BAE,0.23436014151336662,0.03436014151336661,0.17180070756683305,22020
1,200.0,0.2,200,BIQAE,0.20664740299554174,0.006647402995541729,0.033237014977708645,22020
1,200.0,0.2,200,CABIQAE_latentt,0.2107287851861475,0.010728785186147477,0.053643925930737385,22020
1,200.0,0.2,400,BAE,0.23436014151336662,0.03436014151336661,0.17180070756683305,22020
1,200.0,0.2,400,BIQAE,0.1953455067314192,0.004654493268580806,0.02327246634290403,22020
1,200.0,0.2,400,CABIQAE_latentt,0.1957522903462428,0.0042477096537572034,0.021238548268786017,22020
1,200.0,0.2,800,BAE,0.2008805822984578,0.0008805822984577771,0.004402911492288886,22020
1,200.0,0.2,800,BIQAE,0.19661175314712234,0.003388246852877669,0.016941234264388344,22020
1,200.0,0.2,800,CABIQAE_latentt,0.20193997264721597,0.0019399726472159595,0.009699863236079798,22020
1,200.0,0.2,1600,BAE,0.20166376772059472,0.0016637677205947055,0.008318838602973527,22020
1,200.0,0.2,1600,BIQAE,0.19510418355824738,0.004895816441752632,0.02447908220876316,22020
1,200.0,0.2,1600,CABIQAE_latentt,0.20531278733362468,0.005312787333624669,0.026563936668123345,22020
1,200.0,0.2,3200,BAE,0.20166376772059472,0.0016637677205947055,0.008318838602973527,22020
1,200.0,0.2,3200,BIQAE,0.19510418355824738,0.004895816441752632,0.02447908220876316,22020
1,200.0,0.2,3200,CABIQAE_latentt,0.19975685783484426,0.00024314216515575193,0.0012157108257787597,22020
1,200.0,0.2,6400,BAE,0.20021408729458687,0.0002140872945868566,0.001070436472934283,22020
1,200.0,0.2,6400,BIQAE,0.19927384504073714,0.0007261549592628702,0.003630774796314351,22020
1,200.0,0.2,6400,CABIQAE_latentt,0.19738801452986862,0.0026119854701313894,0.013059927350656947,22020
1,200.0,0.2,12800,BAE,0.20013766202745137,0.00013766202745135736,0.0006883101372567868,22020
1,200.0,0.2,12800,BIQAE,0.20024248987194665,0.0002424898719466384,0.001212449359733192,22020
1,200.0,0.2,12800,CABIQAE_latentt,0.19872387634977634,0.0012761236502236706,0.006380618251118353,22020
2,200.0,0.2,200,BAE,0.20362234515517308,0.003622345155173068,0.01811172577586534,24580
2,200.0,0.2,200,BIQAE,0.2225091851349916,0.02250918513499159,0.11254592567495794,24580
2,200.0,0.2,200,CABIQAE_latentt,0.15006691976267128,0.04993308023732873,0.24966540118664365,24580
2,200.0,0.2,400,BAE,0.19531338069981002,0.004686619300189987,0.023433096500949935,24580
2,200.0,0.2,400,BIQAE,0.19699724672782642,0.003002753272173586,0.01501376636086793,24580
2,200.0,0.2,400,CABIQAE_latentt,0.17497058032829516,0.025029419671704856,0.12514709835852428,24580
2,200.0,0.2,800,BAE,0.19531338069981002,0.004686619300189987,0.023433096500949935,24580
2,200.0,0.2,800,BIQAE,0.19936383730419957,0.0006361626958004407,0.0031808134790022036,24580
2,200.0,0.2,800,CABIQAE_latentt,0.17497058032829516,0.025029419671704856,0.12514709835852428,24580
2,200.0,0.2,1600,BAE,0.202093751709101,0.002093751709100977,0.010468758545504886,24580
2,200.0,0.2,1600,BIQAE,0.20007562176438984,7.562176438982715e-05,0.00037810882194913575,24580
2,200.0,0.2,1600,CABIQAE_latentt,0.1967497089179101,0.0032502910820899067,0.016251455410449533,24580
2,200.0,0.2,3200,BAE,0.202093751709101,0.002093751709100977,0.010468758545504886,24580
2,200.0,0.2,3200,BIQAE,0.20007562176438984,7.562176438982715e-05,0.00037810882194913575,24580
2,200.0,0.2,3200,CABIQAE_latentt,0.19960110942870063,0.00039889057129938177,0.001994452856496909,24580
2,200.0,0.2,6400,BAE,0.20116515411447414,0.0011651541144741262,0.005825770572370631,24580
2,200.0,0.2,6400,BIQAE,0.2005009893864435,0.0005009893864434956,0.0025049469322174778,24580
2,200.0,0.2,6400,CABIQAE_latentt,0.2009690476933289,0.000969047693328895,0.004845238466644475,24580
2,200.0,0.2,12800,BAE,0.20079634410845787,0.0007963441084578582,0.003981720542289291,24580
2,200.0,0.2,12800,BIQAE,0.19992440516365062,7.559483634939079e-05,0.00037797418174695396,24580
2,200.0,0.2,12800,CABIQAE_latentt,0.20092667133709857,0.0009266713370985613,0.0046333566854928065,24580
3,200.0,0.2,200,BAE,0.32076287249031804,0.12076287249031803,0.6038143624515901,24660
3,200.0,0.2,200,BIQAE,0.18943008381393978,0.010569916186060235,0.05284958093030118,24660
3,200.0,0.2,200,CABIQAE_latentt,0.21444675468515995,0.014446754685159935,0.07223377342579967,24660
3,200.0,0.2,400,BAE,0.32076287249031804,0.12076287249031803,0.6038143624515901,24660
3,200.0,0.2,400,BIQAE,0.20014629277080587,0.0001462927708058559,0.0007314638540292795,24660
3,200.0,0.2,400,CABIQAE_latentt,0.21379655767585037,0.013796557675850363,0.06898278837925181,24660
3,200.0,0.2,800,BAE,0.3011075269252549,0.10110752692525488,0.5055376346262743,24660
3,200.0,0.2,800,BIQAE,0.20014629277080587,0.0001462927708058559,0.0007314638540292795,24660
3,200.0,0.2,800,CABIQAE_latentt,0.21379655767585037,0.013796557675850363,0.06898278837925181,24660
3,200.0,0.2,1600,BAE,0.19674064619521314,0.0032593538047868686,0.016296769023934343,24660
3,200.0,0.2,1600,BIQAE,0.19595840043984053,0.004041599560159481,0.020207997800797406,24660
3,200.0,0.2,1600,CABIQAE_latentt,0.20071727347889215,0.0007172734788921387,0.0035863673944606933,24660
3,200.0,0.2,3200,BAE,0.19674064619521314,0.0032593538047868686,0.016296769023934343,24660
3,200.0,0.2,3200,BIQAE,0.1991326359984791,0.0008673640015209039,0.004336820007604519,24660
3,200.0,0.2,3200,CABIQAE_latentt,0.20030064852585217,0.00030064852585215407,0.0015032426292607703,24660
3,200.0,0.2,6400,BAE,0.20180242508545082,0.0018024250854508095,0.009012125427254047,24660
3,200.0,0.2,6400,BIQAE,0.1991326359984791,0.0008673640015209039,0.004336820007604519,24660
3,200.0,0.2,6400,CABIQAE_latentt,0.2006714037104011,0.0006714037104010862,0.0033570185520054308,24660
3,200.0,0.2,12800,BAE,0.20055922246619123,0.0005592224661912226,0.002796112330956113,24660
3,200.0,0.2,12800,BIQAE,0.19974396544851453,0.0002560345514854845,0.0012801727574274224,24660
3,200.0,0.2,12800,CABIQAE_latentt,0.20024146970676157,0.0002414697067615601,0.0012073485338078005,24660
4,200.0,0.2,200,BAE,0.26852155835907804,0.06852155835907803,0.34260779179539014,22860
4,200.0,0.2,200,BIQAE,0.19294298757258066,0.007057012427419351,0.03528506213709676,22860
4,200.0,0.2,200,CABIQAE_latentt,0.26568995979174953,0.06568995979174952,0.3284497989587476,22860
4,200.0,0.2,400,BAE,0.19630841779824137,0.0036915822017586364,0.018457911008793182,22860
4,200.0,0.2,400,BIQAE,0.2010316344998923,0.0010316344998922977,0.005158172499461489,22860
4,200.0,0.2,400,CABIQAE_latentt,0.2569839735466264,0.056983973546626376,0.2849198677331319,22860
4,200.0,0.2,800,BAE,0.19630841779824137,0.0036915822017586364,0.018457911008793182,22860
4,200.0,0.2,800,BIQAE,0.2010316344998923,0.0010316344998922977,0.005158172499461489,22860
4,200.0,0.2,800,CABIQAE_latentt,0.21287253112864735,0.012872531128647335,0.06436265564323668,22860
4,200.0,0.2,1600,BAE,0.19555960532140687,0.00444039467859314,0.0222019733929657,22860
4,200.0,0.2,1600,BIQAE,0.20326195822067342,0.0032619582206734055,0.016309791103367027,22860
4,200.0,0.2,1600,CABIQAE_latentt,0.20029039371248075,0.000290393712480741,0.0014519685624037049,22860
4,200.0,0.2,3200,BAE,0.19555960532140687,0.00444039467859314,0.0222019733929657,22860
4,200.0,0.2,3200,BIQAE,0.1996244080034631,0.000375591996536917,0.001877959982684585,22860
4,200.0,0.2,3200,CABIQAE_latentt,0.19918687847074373,0.0008131215292562777,0.004065607646281388,22860
4,200.0,0.2,6400,BAE,0.19837100799131047,0.0016289920086895449,0.008144960043447724,22860
4,200.0,0.2,6400,BIQAE,0.1996244080034631,0.000375591996536917,0.001877959982684585,22860
4,200.0,0.2,6400,CABIQAE_latentt,0.198327295412348,0.0016727045876520075,0.008363522938260037,22860
4,200.0,0.2,12800,BAE,0.19952828802846395,0.0004717119715360596,0.002358559857680298,22860
4,200.0,0.2,12800,BIQAE,0.20022752272691022,0.00022752272691020647,0.0011376136345510324,22860
4,200.0,0.2,12800,CABIQAE_latentt,0.19888805882302893,0.0011119411769710819,0.005559705884855409,22860
1,200.0,0.8,200,BAE,0.7441661767154353,0.055833823284564765,0.06979227910570596,23620
1,200.0,0.8,200,BIQAE,0.752862710870742,0.047137289129258075,0.058921611411572594,23620
1,200.0,0.8,200,CABIQAE_latentt,0.8125202965063709,0.012520296506370876,0.015650370632963595,23620
1,200.0,0.8,400,BAE,0.805335870716064,0.005335870716064006,0.006669838395080008,23620
1,200.0,0.8,400,BIQAE,0.7822084733006617,0.017791526699338367,0.02223940837417296,23620
1,200.0,0.8,400,CABIQAE_latentt,0.8058580316649977,0.005858031664997654,0.007322539581247067,23620
1,200.0,0.8,800,BAE,0.805335870716064,0.005335870716064006,0.006669838395080008,23620
1,200.0,0.8,800,BIQAE,0.7952084821060157,0.004791517893984354,0.005989397367480442,23620
1,200.0,0.8,800,CABIQAE_latentt,0.7946389107895109,0.005361089210489167,0.006701361513111459,23620
1,200.0,0.8,1600,BAE,0.7970582369012515,0.0029417630987484955,0.0036772038734356194,23620
1,200.0,0.8,1600,BIQAE,0.7952084821060157,0.004791517893984354,0.005989397367480442,23620
1,200.0,0.8,1600,CABIQAE_latentt,0.8003832083325138,0.000383208332513707,0.00047901041564213376,23620
1,200.0,0.8,3200,BAE,0.8011751555417547,0.0011751555417546244,0.0014689444271932806,23620
1,200.0,0.8,3200,BIQAE,0.7951013468076339,0.004898653192366154,0.006123316490457692,23620
1,200.0,0.8,3200,CABIQAE_latentt,0.8003832083325138,0.000383208332513707,0.00047901041564213376,23620
1,200.0,0.8,6400,BAE,0.7999677880429232,3.2211957076810904e-05,4.026494634601363e-05,23620
1,200.0,0.8,6400,BIQAE,0.7993740285810882,0.0006259714189118526,0.0007824642736398157,23620
1,200.0,0.8,6400,CABIQAE_latentt,0.7996633629918298,0.00033663700817021525,0.00042079626021276906,23620
1,200.0,0.8,12800,BAE,0.7999032349147894,9.6765085210615e-05,0.00012095635651326875,23620
1,200.0,0.8,12800,BIQAE,0.7993740285810882,0.0006259714189118526,0.0007824642736398157,23620
1,200.0,0.8,12800,CABIQAE_latentt,0.7999234596920728,7.654030792725308e-05,9.567538490906635e-05,23620
2,200.0,0.8,200,BAE,0.761129640182863,0.038870359817137046,0.04858794977142131,24180
2,200.0,0.8,200,BIQAE,0.7588839272278468,0.041116072772153234,0.05139509096519154,24180
2,200.0,0.8,200,CABIQAE_latentt,0.8019553197375624,0.0019553197375623554,0.0024441496719529443,24180
2,200.0,0.8,400,BAE,0.761129640182863,0.038870359817137046,0.04858794977142131,24180
2,200.0,0.8,400,BIQAE,0.7860680131639075,0.013931986836092536,0.01741498354511567,24180
2,200.0,0.8,400,CABIQAE_latentt,0.7945785695433976,0.005421430456602483,0.006776788070753104,24180
2,200.0,0.8,800,BAE,0.8211171875005098,0.021117187500509726,0.026396484375637158,24180
2,200.0,0.8,800,BIQAE,0.7860680131639075,0.013931986836092536,0.01741498354511567,24180
2,200.0,0.8,800,CABIQAE_latentt,0.7945785695433976,0.005421430456602483,0.006776788070753104,24180
2,200.0,0.8,1600,BAE,0.8211171875005098,0.021117187500509726,0.026396484375637158,24180
2,200.0,0.8,1600,BIQAE,0.7991518754506205,0.0008481245493795475,0.0010601556867244344,24180
2,200.0,0.8,1600,CABIQAE_latentt,0.7939502871206079,0.006049712879392155,0.007562141099240194,24180
2,200.0,0.8,3200,BAE,0.8015049404734398,0.001504940473439742,0.0018811755917996775,24180
2,200.0,0.8,3200,BIQAE,0.8008958895726905,0.0008958895726904892,0.0011198619658631115,24180
2,200.0,0.8,3200,CABIQAE_latentt,0.8015618085975328,0.0015618085975327434,0.0019522607469159292,24180
2,200.0,0.8,6400,BAE,0.8012118793617306,0.0012118793617305057,0.0015148492021631321,24180
2,200.0,0.8,6400,BIQAE,0.8008958895726905,0.0008958895726904892,0.0011198619658631115,24180
2,200.0,0.8,6400,CABIQAE_latentt,0.7998648790662897,0.00013512093371037537,0.0001689011671379692,24180
2,200.0,0.8,12800,BAE,0.8004407866916323,0.0004407866916322778,0.0005509833645403472,24180
2,200.0,0.8,12800,BIQAE,0.8011660154615305,0.0011660154615305007,0.001457519326913126,24180
2,200.0,0.8,12800,CABIQAE_latentt,0.7998984278001029,0.00010157219989714861,0.00012696524987143576,24180
3,200.0,0.8,200,BAE,0.7495441766623825,0.050455823337617556,0.06306977917202194,22700
3,200.0,0.8,200,BIQAE,0.7854215238924216,0.014578476107578453,0.018223095134473066,22700
3,200.0,0.8,200,CABIQAE_latentt,0.7641850238247834,0.03581497617521667,0.04476872021902084,22700
3,200.0,0.8,400,BAE,0.80663638438519,0.006636384385189986,0.008295480481487483,22700
3,200.0,0.8,400,BIQAE,0.7933074355963666,0.006692564403633416,0.00836570550454177,22700
3,200.0,0.8,400,CABIQAE_latentt,0.8087504908373672,0.00875049083736712,0.0109381135467089,22700
3,200.0,0.8,800,BAE,0.80663638438519,0.006636384385189986,0.008295480481487483,22700
3,200.0,0.8,800,BIQAE,0.7933074355963666,0.006692564403633416,0.00836570550454177,22700
3,200.0,0.8,800,CABIQAE_latentt,0.8040630201583339,0.004063020158333819,0.0050787751979172735,22700
3,200.0,0.8,1600,BAE,0.7930659783310371,0.006934021668962953,0.008667527086203691,22700
3,200.0,0.8,1600,BIQAE,0.8009276521690369,0.0009276521690368966,0.0011595652112961208,22700
3,200.0,0.8,1600,CABIQAE_latentt,0.8026884269071679,0.0026884269071678624,0.003360533633959828,22700
3,200.0,0.8,3200,BAE,0.7930659783310371,0.006934021668962953,0.008667527086203691,22700
3,200.0,0.8,3200,BIQAE,0.8017499864315296,0.001749986431529571,0.0021874830394119638,22700
3,200.0,0.8,3200,CABIQAE_latentt,0.8024045297232538,0.002404529723253779,0.0030056621540672235,22700
3,200.0,0.8,6400,BAE,0.7973660775944413,0.0026339224055587085,0.0032924030069483856,22700
3,200.0,0.8,6400,BIQAE,0.8017499864315296,0.001749986431529571,0.0021874830394119638,22700
3,200.0,0.8,6400,CABIQAE_latentt,0.7997625959176602,0.00023740408233985377,0.0002967551029248172,22700
3,200.0,0.8,12800,BAE,0.8009634958682426,0.0009634958682425143,0.001204369835303143,22700
3,200.0,0.8,12800,BIQAE,0.8002066687240801,0.0002066687240800391,0.0002583359051000489,22700
3,200.0,0.8,12800,CABIQAE_latentt,0.7992105483377193,0.0007894516622807268,0.0009868145778509085,22700
4,200.0,0.8,200,BAE,0.7807081564110152,0.019291843588984836,0.024114804486231045,20660
4,200.0,0.8,200,BIQAE,0.7588839272278468,0.041116072772153234,0.05139509096519154,20660
4,200.0,0.8,200,CABIQAE_latentt,0.7646316793166547,0.03536832068334539,0.044210400854181736,20660
4,200.0,0.8,400,BAE,0.7807081564110152,0.019291843588984836,0.024114804486231045,20660
4,200.0,0.8,400,BIQAE,0.8102883823214735,0.010288382321473444,0.012860477901841805,20660
4,200.0,0.8,400,CABIQAE_latentt,0.7972203966235765,0.0027796033764235784,0.003474504220529473,20660
4,200.0,0.8,800,BAE,0.8099784354145012,0.009978435414501163,0.012473044268126454,20660
4,200.0,0.8,800,BIQAE,0.8027896428841652,0.0027896428841651666,0.0034870536052064582,20660
4,200.0,0.8,800,CABIQAE_latentt,0.7972203966235765,0.0027796033764235784,0.003474504220529473,20660
4,200.0,0.8,1600,BAE,0.7975045853843661,0.002495414615633962,0.0031192682695424523,20660
4,200.0,0.8,1600,BIQAE,0.8011987384972878,0.001198738497287799,0.0014984231216097488,20660
4,200.0,0.8,1600,CABIQAE_latentt,0.798069893549382,0.0019301064506180854,0.0024126330632726067,20660
4,200.0,0.8,3200,BAE,0.7975045853843661,0.002495414615633962,0.0031192682695424523,20660
4,200.0,0.8,3200,BIQAE,0.8011987384972878,0.001198738497287799,0.0014984231216097488,20660
4,200.0,0.8,3200,CABIQAE_latentt,0.7994613739587504,0.0005386260412496569,0.0006732825515620711,20660
4,200.0,0.8,6400,BAE,0.8013153622785015,0.0013153622785014862,0.0016442028481268578,20660
4,200.0,0.8,6400,BIQAE,0.8009728950275905,0.0009728950275904591,0.0012161187844880739,20660
4,200.0,0.8,6400,CABIQAE_latentt,0.8006255599262506,0.000625559926250574,0.0007819499078132175,20660
4,200.0,0.8,12800,BAE,0.801857081055799,0.0018570810557989592,0.002321351319748699,20660
